species_id,sciname,kingdom,phylum,tot_count_cells,cell_count_cutoff,num_countries,xbd
SLB-61209,Titanideum frauenfeldii,Animalia,Cnidaria,922,46.1,11,transboundary
SLB-61242,Leptogorgia euryale,Animalia,Cnidaria,343,17.15,3,transboundary
SLB-61243,Leptogorgia hebes,Animalia,Cnidaria,248,12.4,2,transboundary
SLB-61244,Leptogorgia medusa,Animalia,Cnidaria,346,17.3,3,transboundary
SLB-61245,Leptogorgia setacea,Animalia,Cnidaria,292,14.6,2,transboundary
SLB-61246,Leptogorgia stheno,Animalia,Cnidaria,483,24.15,3,transboundary
SLB-61247,Leptogorgia virgulata,Animalia,Cnidaria,358,17.9,3,transboundary
SLB-61255,Pseudopterogorgia acerosa,Animalia,Cnidaria,875,43.75,16,transboundary
SLB-61256,Pseudopterogorgia americana,Animalia,Cnidaria,778,38.9,16,transboundary
SLB-61257,Pseudopterogorgia anceps,Animalia,Cnidaria,237,11.85,9,transboundary
SLB-61260,Pseudopterogorgia elisabethae,Animalia,Cnidaria,503,25.15,10,transboundary
SLB-61264,Pseudopterogorgia rigida,Animalia,Cnidaria,588,29.4,12,transboundary
SLB-61265,Pterogorgia anceps,Animalia,Cnidaria,453,22.65,9,transboundary
SLB-61266,Pterogorgia citrina,Animalia,Cnidaria,525,26.25,10,transboundary
SLB-61281,Stenisis humilis,Animalia,Cnidaria,598,29.9,9,transboundary
SLB-61288,Bebryce grandis,Animalia,Cnidaria,344,17.2,3,transboundary
SLB-61289,Bebryce parastellata,Animalia,Cnidaria,930,46.5,11,transboundary
SLB-61301,Lytreia plana,Animalia,Cnidaria,345,17.25,3,transboundary
SLB-61310,Placogorgia mirabilis,Animalia,Cnidaria,468,23.4,3,transboundary
SLB-61312,Placogorgia tenuis,Animalia,Cnidaria,835,41.75,11,transboundary
SLB-61314,Scleracis guadaloupensis,Animalia,Cnidaria,411,20.55,3,transboundary
SLB-61319,Swiftia casta,Animalia,Cnidaria,766,38.3,15,transboundary
SLB-61320,Swiftia exserta,Animalia,Cnidaria,968,48.4,11,transboundary
SLB-61323,Villogorgia nigrescens,Animalia,Cnidaria,774,38.7,11,transboundary
SLB-61326,Eunicea asperula,Animalia,Cnidaria,644,32.2,12,transboundary
SLB-61327,Eunicea calyculata,Animalia,Cnidaria,531,26.55,10,transboundary
SLB-61333,Eunicea mammosa,Animalia,Cnidaria,443,22.15,9,transboundary
SLB-61334,Eunicea palmeri,Animalia,Cnidaria,525,26.25,10,transboundary
SLB-61341,Muricea elongata,Animalia,Cnidaria,242,12.1,2,transboundary
SLB-61343,Muricea laxa,Animalia,Cnidaria,441,22.05,3,transboundary
SLB-61344,Muricea muricata,Animalia,Cnidaria,432,21.6,9,transboundary
SLB-61345,Muricea pendula,Animalia,Cnidaria,447,22.35,3,transboundary
SLB-61351,Plexaura homomalla,Animalia,Cnidaria,485,24.25,9,transboundary
SLB-61354,Plexaurella fusifera,Animalia,Cnidaria,621,31.05,13,transboundary
SLB-61356,Plexaurella nutans,Animalia,Cnidaria,230,11.5,2,transboundary
SLB-61363,Pseudoplexaura wagenaari,Animalia,Cnidaria,235,11.75,2,transboundary
SLB-61365,Thesea grandiflora,Animalia,Cnidaria,726,36.3,11,transboundary
SLB-61366,Thesea guadalupensis,Animalia,Cnidaria,358,17.9,3,transboundary
SLB-61370,Thesea rugosa,Animalia,Cnidaria,773,38.65,11,transboundary
SLB-61371,Thesea solitaria,Animalia,Cnidaria,629,31.45,9,transboundary
SLB-61378,Plumarella pourtalesii,Animalia,Cnidaria,616,30.8,9,transboundary
SLB-61490,Protoptilum thomsoni,Animalia,Cnidaria,118,5.9,7,transboundary
SLB-61493,Renilla muelleri,Animalia,Cnidaria,278,13.9,2,transboundary
SLB-61546,Acanthoptilum agassizi,Animalia,Cnidaria,461,23.05,3,transboundary
SLB-61559,Stylatula antillarum,Animalia,Cnidaria,409,20.45,4,transboundary
SLB-61563,Stylatula elegans,Animalia,Cnidaria,904,45.2,11,transboundary
SLB-61584,Virgularia presbytes,Animalia,Cnidaria,431,21.55,3,transboundary
SLB-61646,Acropora insignis,Animalia,Cnidaria,2684,134.2,23,transboundary
SLB-61731,Acropora valida,Animalia,Cnidaria,4639,231.95,56,transboundary
SLB-6185,Monocorophium acherusicum,Animalia,Arthropoda,958,47.9,14,transboundary
SLB-62479,Montastraea multipunctata,Animalia,Cnidaria,722,36.1,11,transboundary
SLB-62732,Acanthastrea subechinata,Animalia,Cnidaria,1061,53.05,9,transboundary
SLB-62753,Micromussa minuta,Animalia,Cnidaria,1370,68.5,13,transboundary
SLB-62982,Coscinaraea exaesa,Animalia,Cnidaria,2251,112.55,24,transboundary
SLB-63122,Periphylla periphylla,Animalia,Cnidaria,22860,1143,105,transboundary
SLB-63176,Hydractinia milleri,Animalia,Cnidaria,49,2.45,2,transboundary
SLB-63214,Calyptopora sinuosa,Animalia,Cnidaria,412,20.6,6,transboundary
SLB-63587,Calycella syringa,Animalia,Cnidaria,2551,127.55,19,transboundary
SLB-63818,Helgicirrha schulzei,Animalia,Cnidaria,1432,71.6,36,transboundary
SLB-63892,Dipurena halterata,Animalia,Cnidaria,1203,60.15,24,transboundary
SLB-63900,Sarsia angulata,Animalia,Cnidaria,166,8.3,7,transboundary
SLB-64467,Gymnangium speciosum,Animalia,Cnidaria,577,28.85,3,transboundary
SLB-64473,Halopteris constricta,Animalia,Cnidaria,682,34.1,15,transboundary
SLB-64483,Macrorhynchia allmani,Animalia,Cnidaria,1656,82.8,20,transboundary
SLB-64730,Sertularella intricata,Animalia,Cnidaria,1097,54.85,17,transboundary
SLB-64873,Tridentata marginata,Animalia,Cnidaria,1332,66.6,12,transboundary
SLB-64875,Tridentata tumida,Animalia,Cnidaria,577,28.85,3,transboundary
SLB-64876,Tridentata turbinata,Animalia,Cnidaria,717,35.85,13,transboundary
SLB-64971,Abylopsis eschscholtzi,Animalia,Cnidaria,7548,377.4,60,transboundary
SLB-64977,Ceratocymba leuckarti,Animalia,Cnidaria,8130,406.5,58,transboundary
SLB-64981,Agalma okeni,Animalia,Cnidaria,6282,314.1,55,transboundary
SLB-65076,Sphaeronectes gracilis,Animalia,Cnidaria,1931,96.55,24,transboundary
SLB-65329,Bathyctena chuni,Animalia,Ctenophora,929,46.45,16,transboundary
SLB-65398,Bathocyroe fosteri,Animalia,Ctenophora,106,5.3,2,transboundary
SLB-65429,Leucothea pulchra,Animalia,Ctenophora,183,9.15,2,transboundary
SLB-65492,Craterobrisingia synaptoma,Animalia,Echinodermata,52,2.6,2,transboundary
SLB-65694,Hymenaster perissonatus,Animalia,Echinodermata,60,3,2,transboundary
SLB-65739,Cryptopeltaster lepidonotus,Animalia,Echinodermata,1,0.05,1,singlecountry
SLB-65747,Hippasteria spinosa,Animalia,Echinodermata,378,18.9,2,transboundary
SLB-65777,Linckia guildingii,Animalia,Echinodermata,269,13.45,5,transboundary
SLB-65788,Antedon bifida,Animalia,Echinodermata,847,42.35,10,transboundary
SLB-65797,Leptometra celtica,Animalia,Echinodermata,514,25.7,9,transboundary
SLB-65811,Arbacia incisa,Animalia,Echinodermata,105,5.25,6,transboundary
SLB-65877,Heterocentrotus mammillatus,Animalia,Echinodermata,2088,104.4,37,transboundary
SLB-65917,Ceratophysa valvaecristata,Animalia,Echinodermata,46,2.3,1,singlecountry
SLB-65922,Pourtalesia thomsoni,Animalia,Echinodermata,51,2.55,2,transboundary
SLB-66019,Holothuria poli,Animalia,Echinodermata,458,22.9,10,transboundary
SLB-66027,Astichopus multifidus,Animalia,Echinodermata,616,30.8,17,transboundary
SLB-66033,Parastichopus parvimensis,Animalia,Echinodermata,55,2.75,2,transboundary
SLB-66069,Cucumaria frondosa,Animalia,Echinodermata,11035,551.75,16,transboundary
SLB-66100,Pseudocnus perrieri,Animalia,Echinodermata,453,22.65,4,transboundary
SLB-66324,Ophiopthalmus cataleimmoidus,Animalia,Echinodermata,246,12.3,2,transboundary
SLB-66328,Ophiopthalmus normani,Animalia,Echinodermata,444,22.2,6,transboundary
SLB-66452,Ophiura irrorata,Animalia,Echinodermata,18020,901,47,transboundary
SLB-66566,Sluiterina sibogae,Animalia,Echiura,720,36,7,transboundary
SLB-66719,Bugula californica,Animalia,Bryozoa,441,22.05,3,transboundary
SLB-66732,Bugula plumosa,Animalia,Bryozoa,334,16.7,7,transboundary
SLB-66824,Microporina borealis,Animalia,Bryozoa,336,16.8,2,transboundary
SLB-66917,Cleidochasma porcellanum,Animalia,Bryozoa,631,31.55,14,transboundary
SLB-67060,Hippoporidra edax,Animalia,Bryozoa,502,25.1,15,transboundary
SLB-67291,Phidolopora labiata,Animalia,Bryozoa,81,4.05,2,transboundary
SLB-67333,Escharina pesanseris,Animalia,Bryozoa,905,45.25,17,transboundary
SLB-67342,Hippodiplosia insculpta,Animalia,Bryozoa,337,16.85,6,transboundary
SLB-67444,Scrupocellaria bertholetti,Animalia,Bryozoa,1312,65.6,25,transboundary
SLB-67452,Scrupocellaria reptans,Animalia,Bryozoa,385,19.25,7,transboundary
SLB-67576,Bowerbankia gracilis,Animalia,Bryozoa,912,45.6,14,transboundary
SLB-67618,Diaperoecia californica,Animalia,Bryozoa,201,10.05,2,transboundary
SLB-67642,Heteropora pacifica,Animalia,Bryozoa,257,12.85,2,transboundary
SLB-67653,Lichenopora radiata,Animalia,Bryozoa,107,5.35,4,transboundary
SLB-67684,Stomatopora granulata,Animalia,Bryozoa,213,10.65,5,transboundary
SLB-67776,Chaetonotus aegilonensis,Animalia,Gastrotricha,421,21.05,10,transboundary
SLB-67788,Chaetonotus apechochaetus,Animalia,Gastrotricha,478,23.9,11,transboundary
SLB-67794,Chaetonotus atrox,Animalia,Gastrotricha,2421,121.05,38,transboundary
SLB-67871,Chaetonotus lacunosus,Animalia,Gastrotricha,592,29.6,13,transboundary
SLB-68023,Halichaetonotus marivagus,Animalia,Gastrotricha,436,21.8,11,transboundary
SLB-68240,Mesodasys adenotubulatus,Animalia,Gastrotricha,466,23.3,11,transboundary
SLB-68321,Platydasys maximus,Animalia,Gastrotricha,813,40.65,20,transboundary
SLB-68322,Platydasys ocellatus,Animalia,Gastrotricha,392,19.6,12,transboundary
SLB-68368,Tetranchyroderma heterotubulatum,Animalia,Gastrotricha,385,19.25,10,transboundary
SLB-68388,Tetranchyroderma polyprobolostomum,Animalia,Gastrotricha,211,10.55,4,transboundary
SLB-68412,Thaumastoderma mediterraneum,Animalia,Gastrotricha,398,19.9,11,transboundary
SLB-68475,Austrognatharia pecten,Animalia,Gnathostomulida,143,7.15,7,transboundary
SLB-68484,Austrognathia nannulifera,Animalia,Gnathostomulida,135,6.75,7,transboundary
SLB-68552,Cosmognathia manubrium,Animalia,Gnathostomulida,121,6.05,5,transboundary
SLB-68784,Anadara baughmani,Animalia,Mollusca,513,25.65,3,transboundary
SLB-68814,Bathyarca grenophia,Animalia,Mollusca,96,4.8,5,transboundary
SLB-68857,Noetia ponderosa,Animalia,Mollusca,327,16.35,3,transboundary
SLB-68869,Lima hians,Animalia,Mollusca,636,31.8,15,transboundary
SLB-68887,Limatula hyalina,Animalia,Mollusca,1110,55.5,14,transboundary
SLB-68926,Gastrochaena hians,Animalia,Mollusca,792,39.6,13,transboundary
SLB-68942,Panopea abrupta,Animalia,Mollusca,426,21.3,7,transboundary
SLB-68969,Barnea truncata,Animalia,Mollusca,1095,54.75,22,transboundary
SLB-69041,Amygdalum papyrium,Animalia,Mollusca,256,12.8,2,transboundary
SLB-69053,Crenella fragilis,Animalia,Mollusca,630,31.5,9,transboundary
SLB-69054,Crenella glandula,Animalia,Mollusca,603,30.15,9,transboundary
SLB-69065,Geukensia granosissima,Animalia,Mollusca,390,19.5,7,transboundary
SLB-69074,Lithophaga antillarum,Animalia,Mollusca,1354,67.7,25,transboundary
SLB-69077,Lithophaga bisulcata,Animalia,Mollusca,2362,118.1,31,transboundary
SLB-69078,Lithophaga nigra,Animalia,Mollusca,3197,159.85,40,transboundary
SLB-69084,Modiolus adriaticus,Animalia,Mollusca,1791,89.55,23,transboundary
SLB-69207,Adrana scaphoides,Animalia,Mollusca,68,3.4,7,transboundary
SLB-69235,Nucula turgida,Animalia,Mollusca,832,41.6,15,transboundary
SLB-69256,Portlandia intermedia,Animalia,Mollusca,3073,153.65,10,transboundary
SLB-69306,Yoldiella subaequilatera,Animalia,Mollusca,483,24.15,12,transboundary
SLB-69318,Pododesmus patelliformis,Animalia,Mollusca,414,20.7,5,transboundary
SLB-69330,Crassostrea angulata,Animalia,Mollusca,466,23.3,13,transboundary
SLB-69349,Ostreola equestris,Animalia,Mollusca,142,7.1,5,transboundary
SLB-69427,Leptopecten bavayi,Animalia,Mollusca,246,12.3,6,transboundary
SLB-69469,Cyclopecten imbrifer,Animalia,Mollusca,869,43.45,5,transboundary
SLB-69472,Cyclopecten nanus,Animalia,Mollusca,2001,100.05,28,transboundary
SLB-69489,Propeamussium pourtalesianum,Animalia,Mollusca,434,21.7,12,transboundary
SLB-69510,Cardiomya perrostrata,Animalia,Mollusca,357,17.85,7,transboundary
SLB-69558,Myonera paucistriata,Animalia,Mollusca,686,34.3,14,transboundary
SLB-69719,Pteria vitrea,Animalia,Mollusca,891,44.55,11,transboundary
SLB-69725,Solemya grandis,Animalia,Mollusca,2342,117.1,20,transboundary
SLB-69726,Solemya occidentalis,Animalia,Mollusca,1205,60.25,23,transboundary
SLB-69728,Solemya reidi,Animalia,Mollusca,544,27.2,12,transboundary
SLB-70118,Clinocardium ciliatum,Animalia,Mollusca,5777,288.85,18,transboundary
SLB-70148,Trachycardium muricatum,Animalia,Mollusca,670,33.5,14,transboundary
SLB-70155,Carditamera floridana,Animalia,Mollusca,191,9.55,8,transboundary
SLB-70222,Donax denticulatus,Animalia,Mollusca,381,19.05,12,transboundary
SLB-70235,Mytilopsis leucophaeata,Animalia,Mollusca,239,11.95,8,transboundary
SLB-70334,Anodontia edentula,Animalia,Mollusca,4237,211.85,54,transboundary
SLB-70336,Anodontia philippiana,Animalia,Mollusca,4172,208.6,54,transboundary
SLB-70374,Lucina pectinata,Animalia,Mollusca,361,18.05,11,transboundary
SLB-70386,Lucinoma blakeanum,Animalia,Mollusca,2648,132.4,19,transboundary
SLB-70391,Myrtea compressa,Animalia,Mollusca,734,36.7,9,transboundary
SLB-70565,Cumingia coarctata,Animalia,Mollusca,412,20.6,10,transboundary
SLB-70615,Leporimetis intastriata,Animalia,Mollusca,175,8.75,5,transboundary
SLB-70660,Strigilla carnaria,Animalia,Mollusca,627,31.35,16,transboundary
SLB-70685,Tellina donacina,Animalia,Mollusca,350,17.5,7,transboundary
SLB-70734,Tellina tenuis,Animalia,Mollusca,594,29.7,13,transboundary
SLB-70758,Thyasira brevis,Animalia,Mollusca,66,3.3,3,transboundary
SLB-70815,Anomalocardia brasiliana,Animalia,Mollusca,332,16.6,9,transboundary
SLB-70846,Circomphalus strigillinus,Animalia,Mollusca,420,21,11,transboundary
SLB-70850,Dosinia discus,Animalia,Mollusca,1888,94.4,28,transboundary
SLB-70872,Macrocallista maculata,Animalia,Mollusca,686,34.3,14,transboundary
SLB-70888,Pitar morrhuanus,Animalia,Mollusca,187,9.35,4,transboundary
SLB-70916,Timoclea pygmaea,Animalia,Mollusca,304,15.2,10,transboundary
SLB-70919,Tivela mactroides,Animalia,Mollusca,468,23.4,11,transboundary
SLB-70923,Transennella cubaniana,Animalia,Mollusca,441,22.05,12,transboundary
SLB-70949,Vesicomya vesica,Animalia,Mollusca,341,17.05,7,transboundary
SLB-70952,Nautilus belauensis,Animalia,Mollusca,140,7,5,transboundary
SLB-70953,Nautilus macromphalus,Animalia,Mollusca,335,16.75,5,transboundary
SLB-70957,Haliphron atlanticus,Animalia,Mollusca,59000,2950,168,transboundary
SLB-70958,Amphitretus pelagicus,Animalia,Mollusca,8292,414.6,77,transboundary
SLB-70961,Argonauta cornuta,Animalia,Mollusca,255,12.75,7,transboundary
SLB-70964,Argonauta nouryi,Animalia,Mollusca,387,19.35,10,transboundary
SLB-70965,Argonauta pacifica,Animalia,Mollusca,116,5.8,8,transboundary
SLB-71004,Benthoctopus piscatorum,Animalia,Mollusca,6191,309.55,15,transboundary
SLB-71059,Octopus burryi,Animalia,Mollusca,821,41.05,20,transboundary
SLB-71104,Octopus minor,Animalia,Mollusca,271,13.55,3,transboundary
SLB-71163,Pteroctopus schmidti,Animalia,Mollusca,759,37.95,17,transboundary
SLB-71216,Sepioloidea lineolata,Animalia,Mollusca,336,16.8,1,singlecountry
SLB-71220,Sepia aculeata,Animalia,Mollusca,2032,101.6,15,transboundary
SLB-71223,Sepia andreana,Animalia,Mollusca,317,15.85,5,transboundary
SLB-71227,Sepia arabica,Animalia,Mollusca,494,24.7,10,transboundary
SLB-71228,Sepia aureomaculata,Animalia,Mollusca,44,2.2,1,singlecountry
SLB-71230,Sepia bandensis,Animalia,Mollusca,493,24.65,3,transboundary
SLB-71235,Sepia braggi,Animalia,Mollusca,284,14.2,1,singlecountry
SLB-71237,Sepia burnupi,Animalia,Mollusca,242,12.1,6,transboundary
SLB-71239,Sepia chirotrema,Animalia,Mollusca,87,4.35,1,singlecountry
SLB-71242,Sepia cultrata,Animalia,Mollusca,174,8.7,1,singlecountry
SLB-71247,Sepia elliptica,Animalia,Mollusca,1843,92.15,12,transboundary
SLB-71250,Sepia erostrata,Animalia,Mollusca,18,0.9,1,singlecountry
SLB-71251,Sepia esculenta,Animalia,Mollusca,547,27.35,7,transboundary
SLB-71255,Sepia hedleyi,Animalia,Mollusca,294,14.7,1,singlecountry
SLB-71262,Sepia joubini,Animalia,Mollusca,70,3.5,4,transboundary
SLB-71264,Sepia kobiensis,Animalia,Mollusca,2008,100.4,23,transboundary
SLB-71265,Sepia latimanus,Animalia,Mollusca,4253,212.65,42,transboundary
SLB-71266,Sepia limata,Animalia,Mollusca,19,0.95,1,singlecountry
SLB-71267,Sepia longipes,Animalia,Mollusca,144,7.2,4,transboundary
SLB-7127,Ambasiopsis tumicornis,Animalia,Arthropoda,31,1.55,1,singlecountry
SLB-71270,Sepia madokai,Animalia,Mollusca,780,39,7,transboundary
SLB-71272,Sepia mestus,Animalia,Mollusca,28,1.4,1,singlecountry
SLB-71273,Sepia mira,Animalia,Mollusca,8,0.4,1,singlecountry
SLB-71276,Sepia novaehollandiae,Animalia,Mollusca,480,24,2,transboundary
SLB-71279,Sepia opipara,Animalia,Mollusca,551,27.55,4,transboundary
SLB-71282,Sepia papuensis,Animalia,Mollusca,1373,68.65,6,transboundary
SLB-71291,Sepia recurvirostra,Animalia,Mollusca,1705,85.25,13,transboundary
SLB-71294,Sepia rhoda,Animalia,Mollusca,742,37.1,9,transboundary
SLB-71295,Sepia robsoni,Animalia,Mollusca,173,8.65,3,transboundary
SLB-71296,Sepia rozella,Animalia,Mollusca,37,1.85,1,singlecountry
SLB-71297,Sepia savignyi,Animalia,Mollusca,560,28,15,transboundary
SLB-71300,Sepia sewelli,Animalia,Mollusca,142,7.1,6,transboundary
SLB-71305,Sepia subtenuipes,Animalia,Mollusca,323,16.15,5,transboundary
SLB-71306,Sepia sulcata,Animalia,Mollusca,185,9.25,3,transboundary
SLB-71311,Sepia trygonina,Animalia,Mollusca,974,48.7,20,transboundary
SLB-71313,Sepia typica,Animalia,Mollusca,150,7.5,2,transboundary
SLB-71317,Sepia vossi,Animalia,Mollusca,169,8.45,2,transboundary
SLB-71318,Sepia whitleyana,Animalia,Mollusca,220,11,2,transboundary
SLB-71329,Idiosepius notoides,Animalia,Mollusca,231,11.55,1,singlecountry
SLB-71330,Idiosepius paradoxus,Animalia,Mollusca,622,31.1,11,transboundary
SLB-71332,Idiosepius pygmaeus,Animalia,Mollusca,1877,93.85,19,transboundary
SLB-71334,Austrorossia antillensis,Animalia,Mollusca,1201,60.05,27,transboundary
SLB-71335,Austrorossia australis,Animalia,Mollusca,175,8.75,2,transboundary
SLB-71357,Inioteuthis maculosa,Animalia,Mollusca,3545,177.25,29,transboundary
SLB-71383,Sepiola birostrata,Animalia,Mollusca,479,23.95,7,transboundary
SLB-71386,Sepiola ligulata,Animalia,Mollusca,415,20.75,8,transboundary
SLB-71412,Brachioteuthis picta,Animalia,Mollusca,26741,1337.05,17,transboundary
SLB-71422,Chiroteuthis veranyi,Animalia,Mollusca,41887,2094.35,74,transboundary
SLB-71429,Chtenopteryx sicula,Animalia,Mollusca,91842,4592.1,176,transboundary
SLB-71435,Egea inermis,Animalia,Mollusca,11705,585.25,127,transboundary
SLB-71450,Liguriella podophthalma,Animalia,Mollusca,101165,5058.25,170,transboundary
SLB-71462,Teuthowenia pellucida,Animalia,Mollusca,4989,249.45,43,transboundary
SLB-71465,Discoteuthis discus,Animalia,Mollusca,10825,541.25,118,transboundary
SLB-71490,Abraliopsis felis,Animalia,Mollusca,111,5.55,3,transboundary
SLB-71492,Abraliopsis hoylei,Animalia,Mollusca,716,35.8,14,transboundary
SLB-71496,Abraliopsis pfefferi,Animalia,Mollusca,1342,67.1,25,transboundary
SLB-71508,Watasenia scintillans,Animalia,Mollusca,205,10.25,3,transboundary
SLB-71509,Berryteuthis anonychus,Animalia,Mollusca,295,14.75,3,transboundary
SLB-71510,Berryteuthis magister,Animalia,Mollusca,2578,128.9,8,transboundary
SLB-71523,Gonatus onyx,Animalia,Mollusca,692,34.6,3,transboundary
SLB-71543,Pholidoteuthis adami,Animalia,Mollusca,894,44.7,22,transboundary
SLB-71544,Pholidoteuthis boschmai,Animalia,Mollusca,15644,782.2,55,transboundary
SLB-71550,Loligo media,Animalia,Mollusca,1014,50.7,14,transboundary
SLB-71572,Lolliguncula panamensis,Animalia,Mollusca,93,4.65,8,transboundary
SLB-71575,Sepioteuthis australis,Animalia,Mollusca,324,16.2,2,transboundary
SLB-71652,Ancistroteuthis lichtensteini,Animalia,Mollusca,3157,157.85,62,transboundary
SLB-71671,Psychroteuthis glacialis,Animalia,Mollusca,1129,56.45,2,transboundary
SLB-71681,Walvisteuthis virilis,Animalia,Mollusca,9746,487.3,135,transboundary
SLB-71687,Hedylopsis riseri,Animalia,Mollusca,218,10.9,2,transboundary
SLB-71702,Aplysia cervina,Animalia,Mollusca,859,42.95,16,transboundary
SLB-71722,Phyllaplysia engeli,Animalia,Mollusca,662,33.1,14,transboundary
SLB-71725,Stylocheilus citrinus,Animalia,Mollusca,3310,165.5,42,transboundary
SLB-71881,Fissurella fascicularis,Animalia,Mollusca,406,20.3,13,transboundary
SLB-71883,Fissurella nimbosa,Animalia,Mollusca,315,15.75,9,transboundary
SLB-71947,Puncturella sportella,Animalia,Mollusca,279,13.95,5,transboundary
SLB-72022,Ancistrobasis costulata,Animalia,Mollusca,940,47,18,transboundary
SLB-72043,Seguenzia monocingulata,Animalia,Mollusca,6535,326.75,50,transboundary
SLB-72215,Norrisia norrisi,Animalia,Mollusca,51,2.55,2,transboundary
SLB-72218,Pseudostomatella coccinea,Animalia,Mollusca,174,8.7,5,transboundary
SLB-72253,Solariella tiara,Animalia,Mollusca,99,4.95,3,transboundary
SLB-72312,Astralium phoebium,Animalia,Mollusca,645,32.25,13,transboundary
SLB-72364,Lithopoma gibberosa,Animalia,Mollusca,227,11.35,3,transboundary
SLB-72376,Turbo cailletii,Animalia,Mollusca,522,26.1,13,transboundary
SLB-72636,Siphonaria atra,Animalia,Mollusca,1648,82.4,19,transboundary
SLB-72642,Siphonaria laciniosa,Animalia,Mollusca,1829,91.45,32,transboundary
SLB-72669,Bulla gemma,Animalia,Mollusca,682,34.1,8,transboundary
SLB-72720,Diaphana lottae,Animalia,Mollusca,309,15.45,12,transboundary
SLB-72734,Diaphana globosa,Animalia,Mollusca,101,5.05,3,transboundary
SLB-72779,Philine cingulata,Animalia,Mollusca,662,33.1,9,transboundary
SLB-72781,Philine finmarchica,Animalia,Mollusca,4310,215.5,36,transboundary
SLB-72782,Philine fragilis,Animalia,Mollusca,344,17.2,3,transboundary
SLB-72788,Philine polystrigma,Animalia,Mollusca,572,28.6,6,transboundary
SLB-72912,Pseudotorinia bullisi,Animalia,Mollusca,536,26.8,13,transboundary
SLB-72934,Mathilda yucatecana,Animalia,Mollusca,386,19.3,7,transboundary
SLB-7295,Socarnoides kergueleni,Animalia,Arthropoda,25,1.25,1,singlecountry
SLB-7296,Stomacontion acutibasalis,Animalia,Arthropoda,27,1.35,2,transboundary
SLB-72963,Eulimastoma engonium,Animalia,Mollusca,577,28.85,10,transboundary
SLB-72982,Ividia havanensis,Animalia,Mollusca,913,45.65,18,transboundary
SLB-73203,Pyramidella dolabrata,Animalia,Mollusca,778,38.9,16,transboundary
SLB-73256,Turbonilla belotheca,Animalia,Mollusca,356,17.8,11,transboundary
SLB-73350,Turbonilla levis,Animalia,Mollusca,328,16.4,10,transboundary
SLB-73395,Turbonilla portoricana,Animalia,Mollusca,831,41.55,14,transboundary
SLB-73448,Turbonilla unilirata,Animalia,Mollusca,457,22.85,11,transboundary
SLB-73503,Antillophos candeanus,Animalia,Mollusca,482,24.1,13,transboundary
SLB-73509,Bartschia canetae,Animalia,Mollusca,193,9.65,10,transboundary
SLB-73531,Buccinum belcheri,Animalia,Mollusca,175,8.75,2,transboundary
SLB-73571,Buccinum sericatum,Animalia,Mollusca,313,15.65,2,transboundary
SLB-73596,Colubraria testacea,Animalia,Mollusca,449,22.45,11,transboundary
SLB-73757,Agatrix agassizii,Animalia,Mollusca,509,25.45,11,transboundary
SLB-73890,Mitrella margarita,Animalia,Mollusca,1126,56.3,14,transboundary
SLB-73939,Benthomangelia bandella,Animalia,Mollusca,393,19.65,8,transboundary
SLB-73969,Conus armiger,Animalia,Mollusca,364,18.2,12,transboundary
SLB-74027,Conus spurius,Animalia,Mollusca,99,4.95,6,transboundary
SLB-74062,Curtitoma violacea,Animalia,Mollusca,1034,51.7,8,transboundary
SLB-74115,Ithycythara auberiana,Animalia,Mollusca,527,26.35,12,transboundary
SLB-74122,Kurtziella accincta,Animalia,Mollusca,455,22.75,11,transboundary
SLB-74126,Kurtziella citronella,Animalia,Mollusca,378,18.9,8,transboundary
SLB-74134,Kurtziella serga,Animalia,Mollusca,1073,53.65,20,transboundary
SLB-74220,Mitrolumna biplicata,Animalia,Mollusca,666,33.3,13,transboundary
SLB-74391,Rimosodaphnella morra,Animalia,Mollusca,811,40.55,17,transboundary
SLB-74394,Rubellatoma rubella,Animalia,Mollusca,345,17.25,10,transboundary
SLB-74406,Thelecythara floridana,Animalia,Mollusca,239,11.95,9,transboundary
SLB-74411,Vitricythara metria,Animalia,Mollusca,648,32.4,16,transboundary
SLB-74419,Coralliophila caribaea,Animalia,Mollusca,577,28.85,12,transboundary
SLB-74429,Coralliophila scalariformis,Animalia,Mollusca,469,23.45,9,transboundary
SLB-74465,Persicula catenata,Animalia,Mollusca,462,23.1,11,transboundary
SLB-74466,Persicula fluctuata,Animalia,Mollusca,403,20.15,11,transboundary
SLB-74506,Drillia cydia,Animalia,Mollusca,602,30.1,15,transboundary
SLB-74539,Dolicholatirus pauli,Animalia,Mollusca,281,14.05,7,transboundary
SLB-74541,Fasciolaria lilium,Animalia,Mollusca,65,3.25,2,transboundary
SLB-74543,Fusinus aepynotus,Animalia,Mollusca,33,1.65,3,transboundary
SLB-74558,Fusinus timessus,Animalia,Mollusca,304,15.2,4,transboundary
SLB-74567,Leucozonia nassa,Animalia,Mollusca,861,43.05,17,transboundary
SLB-74568,Leucozonia ocellata,Animalia,Mollusca,567,28.35,12,transboundary
SLB-74577,Dentimargo reductus,Animalia,Mollusca,544,27.2,12,transboundary
SLB-74596,Prunum carneum,Animalia,Mollusca,415,20.75,11,transboundary
SLB-74604,Prunum torticulum,Animalia,Mollusca,551,27.55,12,transboundary
SLB-74643,Mitra straminea,Animalia,Mollusca,805,40.25,17,transboundary
