spp_group,iucn_sid,spatial_source,name_verified,class,sciname,am_sid,am_sciname,reviewed,iucn_id,am_sid_old
WRASSE,187589,iucn,TRUE,Actinopterygii,Halichoeres iridis,Fis-35356,Halichoeres iridis,NA,187589,NA
WRASSE,187592,iucn,TRUE,Actinopterygii,Iniistius auropunctatus,Fis-146177,Iniistius auropunctatus,NA,187592,NA
WRASSE,187594,iucn,TRUE,Actinopterygii,Pseudocheilinops ataenia,Fis-31466,Pseudocheilinops ataenia,NA,187594,NA
WRASSE,187595,iucn,TRUE,Actinopterygii,Symphodus caeruleus,Fis-139509,Centrolabrus caeruleus,NA,187595,NA
WRASSE,187596,iucn,TRUE,Actinopterygii,Cirrhilabrus balteatus,Fis-58712,Cirrhilabrus balteatus,NA,187596,NA
WRASSE,187597,iucn,TRUE,Actinopterygii,Bodianus rubrisos,Fis-161649,Bodianus rubrisos,NA,187597,NA
WRASSE,187598,iucn,TRUE,Actinopterygii,Halichoeres bicolor,Fis-130735,Halichoeres bicolor,NA,187598,NA
WRASSE,187599,iucn,TRUE,Actinopterygii,Cirrhilabrus scottorum,Fis-35327,Cirrhilabrus scottorum,NA,187599,NA
WRASSE,187600,iucn,TRUE,Actinopterygii,Halichoeres nigrescens,Fis-142138,Halichoeres nigrescens,NA,187600,NA
WRASSE,187601,iucn,TRUE,Actinopterygii,Thalassoma ballieui,Fis-26688,Thalassoma ballieui,NA,187601,NA
WRASSE,187602,iucn,TRUE,Actinopterygii,Coris flavovittata,Fis-26708,Coris flavovittata,NA,187602,NA
WRASSE,187603,iucn,TRUE,Actinopterygii,Coris roseoviridis,Fis-135071,Coris roseoviridis,NA,187603,NA
WRASSE,187604,iucn,TRUE,Actinopterygii,Pteragogus enneacanthus,Fis-127206,Pteragogus enneacanthus,1,187604,NA
WRASSE,187609,iucn,TRUE,Actinopterygii,Cirrhilabrus lubbocki,Fis-35461,Cirrhilabrus lubbocki,NA,187609,NA
WRASSE,187610,iucn,TRUE,Actinopterygii,Iniistius celebicus,Fis-146182,Iniistius celebicus,NA,187610,NA
WRASSE,187611,iucn,TRUE,Actinopterygii,Pseudocoris ocellata,Fis-149123,Pseudocoris ocellata,NA,187611,NA
WRASSE,187612,iucn,TRUE,Actinopterygii,Choerodon jordani,Fis-26212,Choerodon jordani,NA,187612,NA
WRASSE,187613,iucn,TRUE,Actinopterygii,Decodon puellaris,Fis-24537,Decodon puellaris,NA,187613,NA
WRASSE,187614,iucn,TRUE,Actinopterygii,Cirrhilabrus lunatus,Fis-32429,Cirrhilabrus lunatus,NA,187614,NA
WRASSE,187618,iucn,TRUE,Actinopterygii,Cheilinus lunulatus,Fis-28623,Cheilinus lunulatus,NA,187618,NA
WRASSE,187620,iucn,TRUE,Actinopterygii,Labropsis manabei,Fis-21727,Labropsis manabei,NA,187620,NA
WRASSE,187621,iucn,TRUE,Actinopterygii,Pseudocheilinus octotaenia,Fis-31468,Pseudocheilinus octotaenia,NA,187621,NA
WRASSE,187622,iucn,TRUE,Actinopterygii,Epibulus brevis,Fis-161080,Epibulus brevis,NA,187622,NA
WRASSE,187623,iucn,TRUE,Actinopterygii,Iniistius dea,Fis-155103,Iniistius dea,NA,187623,NA
WRASSE,187624,iucn,TRUE,Actinopterygii,Halichoeres chrysus,Fis-31123,Halichoeres chrysus,NA,187624,NA
WRASSE,187625,iucn,TRUE,Actinopterygii,Pteragogus guttatus,Fis-25717,Pteragogus guttatus,NA,187625,NA
WRASSE,187626,iucn,TRUE,Actinopterygii,Pseudojuloides cerasinus,Fis-25350,Pseudojuloides cerasinus,NA,187626,NA
WRASSE,187627,iucn,TRUE,Actinopterygii,Hologymnosus rhodonotus,Fis-32426,Hologymnosus rhodonotus,NA,187627,NA
WRASSE,187629,iucn,TRUE,Actinopterygii,Xyrichtys pastellus,Fis-168179,Novaculops pastellus,NA,187629,NA
WRASSE,187630,iucn,TRUE,Actinopterygii,Pictilabrus viridis,Fis-114176,Pictilabrus viridis,NA,187630,NA
WRASSE,187631,iucn,TRUE,Actinopterygii,Labrichthys unilineatus,Fis-25464,Labrichthys unilineatus,NA,187631,NA
WRASSE,187632,iucn,TRUE,Actinopterygii,Stethojulis albovittata,Fis-26808,Stethojulis albovittata,NA,187632,NA
WRASSE,187633,iucn,TRUE,Actinopterygii,Notolabrus gymnogenis,Fis-113783,Notolabrus gymnogenis,NA,187633,NA
WRASSE,187634,iucn,TRUE,Actinopterygii,Halichoeres miniatus,Fis-26222,Halichoeres miniatus,NA,187634,NA
WRASSE,187635,iucn,TRUE,Actinopterygii,Paracheilinus flavianalis,Fis-145595,Paracheilinus flavianalis,NA,187635,NA
WRASSE,187636,iucn,TRUE,Actinopterygii,Cirrhilabrus temminckii,Fis-31404,Cirrhilabrus temminckii,NA,187636,NA
WRASSE,187638,iucn,TRUE,Actinopterygii,Bodianus bimaculatus,Fis-31407,Bodianus bimaculatus,NA,187638,NA
WRASSE,187639,iucn,TRUE,Actinopterygii,Anampses lineatus,Fis-32535,Anampses lineatus,NA,187639,NA
WRASSE,187640,iucn,TRUE,Actinopterygii,Coris cuvieri,Fis-128051,Coris cuvieri,NA,187640,NA
WRASSE,187641,iucn,TRUE,Actinopterygii,Pseudolabrus mortonii,Fis-114118,Pseudolabrus rubicundus,NA,187641,NA
WRASSE,187643,iucn,TRUE,Actinopterygii,Bodianus insularis,Fis-35836,Bodianus insularis,NA,187643,NA
WRASSE,187644,iucn,TRUE,Actinopterygii,Cirrhilabrus lanceolatus,Fis-32428,Cirrhilabrus lanceolatus,NA,187644,NA
WRASSE,187645,iucn,TRUE,Actinopterygii,Pseudojuloides severnsi,Fis-145556,Pseudojuloides severnsi,NA,187645,NA
WRASSE,187646,iucn,TRUE,Actinopterygii,Bodianus mesothorax,Fis-25662,Bodianus mesothorax,1,187646,NA
WRASSE,187647,iucn,TRUE,Actinopterygii,Choerodon melanostigma,Fis-126144,Choerodon melanostigma,NA,187647,NA
WRASSE,187648,iucn,TRUE,Actinopterygii,Bodianus macrourus,Fis-29117,Bodianus macrourus,NA,187648,NA
WRASSE,187649,iucn,TRUE,Actinopterygii,Cheilinus oxycephalus,Fis-31461,Cheilinus oxycephalus,NA,187649,NA
WRASSE,187650,iucn,TRUE,Actinopterygii,Bodianus flavipinnis,Fis-149153,Bodianus flavipinnis,NA,187650,NA
WRASSE,187651,iucn,TRUE,Actinopterygii,Pteragogus pelycus,Fis-32638,Pteragogus pelycus,NA,187651,NA
WRASSE,187652,iucn,TRUE,Actinopterygii,Thalassoma bifasciatum,Fis-25028,Thalassoma bifasciatum,NA,187652,NA
WRASSE,187653,iucn,TRUE,Actinopterygii,Symphodus roissali,Fis-23846,Symphodus roissali,NA,187653,NA
WRASSE,187654,iucn,TRUE,Actinopterygii,Labrus viridis,Fis-126019,Labrus viridis,NA,187654,NA
WRASSE,187655,iucn,TRUE,Actinopterygii,Iniistius melanopus,Fis-166560,Iniistius melanopus,NA,187655,NA
WRASSE,187656,iucn,TRUE,Actinopterygii,Paracheilinus angulatus,Fis-31116,Paracheilinus angulatus,NA,187656,NA
WRASSE,187657,iucn,TRUE,Actinopterygii,Iniistius griffithsi,Fis-159650,Iniistius griffithsi,NA,187657,NA
WRASSE,187658,iucn,TRUE,Actinopterygii,Pseudocheilinus evanidus,Fis-31467,Pseudocheilinus evanidus,NA,187658,NA
WRASSE,187659,iucn,TRUE,Actinopterygii,Coris hewetti,Fis-135029,Coris hewetti,NA,187659,NA
WRASSE,187662,iucn,TRUE,Actinopterygii,Notolabrus celidotus,Fis-113829,Notolabrus celidotus,NA,187662,NA
WRASSE,187664,iucn,TRUE,Actinopterygii,Coris formosa,Fis-26673,Coris formosa,NA,187664,NA
WRASSE,187666,iucn,TRUE,Actinopterygii,Pseudocheilinus dispilus,Fis-134710,Pseudocheilinus dispilus,NA,187666,NA
WRASSE,187667,iucn,TRUE,Actinopterygii,Macropharyngodon cyanoguttatus,Fis-21777,Macropharyngodon cyanoguttatus,NA,187667,NA
WRASSE,187670,iucn,TRUE,Actinopterygii,Xyrichtys splendens,Fis-30093,Xyrichtys splendens,NA,187670,NA
WRASSE,187672,iucn,TRUE,Actinopterygii,Bodianus rufus,Fis-23397,Bodianus rufus,NA,187672,NA
WRASSE,187673,iucn,TRUE,Actinopterygii,Halichoeres hortulanus,Fis-28580,Halichoeres hortulanus,1,187673,NA
WRASSE,187674,iucn,TRUE,Actinopterygii,Oxycheilinus unifasciatus,Fis-25708,Oxycheilinus unifasciatus,NA,187674,NA
WRASSE,187675,iucn,TRUE,Actinopterygii,Labropsis australis,Fis-31129,Labropsis australis,NA,187675,NA
WRASSE,187677,iucn,TRUE,Actinopterygii,Halichoeres melanurus,Fis-25352,Halichoeres melanurus,1,187677,NA
WRASSE,187678,iucn,TRUE,Actinopterygii,Lappanella fasciata,Fis-52009,Lappanella fasciata,NA,187678,NA
WRASSE,187679,iucn,TRUE,Actinopterygii,Coris picta,Fis-26414,Coris picta,NA,187679,NA
WRASSE,187680,iucn,TRUE,Actinopterygii,Macropharyngodon geoffroy,Fis-21772,Macropharyngodon geoffroy,NA,187680,NA
WRASSE,187681,iucn,TRUE,Actinopterygii,Cymolutes praetextatus,Fis-25710,Cymolutes praetextatus,NA,187681,NA
WRASSE,187683,iucn,TRUE,Actinopterygii,Bodianus macrognathos,Fis-29116,Bodianus macrognathos,NA,187683,NA
WRASSE,187684,iucn,TRUE,Actinopterygii,Pteragogus flagellifer,Fis-26806,Pteragogus flagellifer,NA,187684,NA
WRASSE,187685,iucn,TRUE,Actinopterygii,Thalassoma lutescens,Fis-25736,Thalassoma lutescens,NA,187685,NA
WRASSE,187687,iucn,TRUE,Actinopterygii,Halichoeres chlorocephalus,Fis-142137,Halichoeres chlorocephalus,NA,187687,NA
WRASSE,187688,iucn,TRUE,Actinopterygii,Pseudocoris heteroptera,Fis-28151,Pseudocoris heteroptera,NA,187688,NA
WRASSE,187689,iucn,TRUE,Actinopterygii,Stethojulis trilineata,Fis-26224,Stethojulis trilineata,NA,187689,NA
WRASSE,187690,iucn,TRUE,Actinopterygii,Bodianus leucosticticus,Fis-26660,Bodianus leucosticticus,NA,187690,NA
WRASSE,187691,iucn,TRUE,Actinopterygii,Halichoeres lapillus,Fis-32637,Halichoeres lapillus,NA,187691,NA
WRASSE,187692,iucn,TRUE,Actinopterygii,Macropharyngodon meleagris,Fis-25409,Macropharyngodon meleagris,1,187692,NA
WRASSE,187693,iucn,TRUE,Actinopterygii,Thalassoma nigrofasciatum,Fis-158172,Thalassoma nigrofasciatum,1,187693,NA
WRASSE,187694,iucn,TRUE,Actinopterygii,Halichoeres melanochir,Fis-32086,Halichoeres melanochir,NA,187694,NA
WRASSE,187696,iucn,TRUE,Actinopterygii,Xyrichtys novacula,Fis-25198,Xyrichtys novacula,NA,187696,NA
WRASSE,187697,iucn,TRUE,Actinopterygii,Bodianus masudai,Fis-53992,Bodianus masudai,NA,187697,NA
WRASSE,187698,iucn,TRUE,Actinopterygii,Hologymnosus annulatus,Fis-25727,Hologymnosus annulatus,NA,187698,NA
WRASSE,187699,iucn,TRUE,Actinopterygii,Halichoeres claudia,Fis-163003,Halichoeres claudia,NA,187699,NA
WRASSE,187701,iucn,TRUE,Actinopterygii,Xenojulis margaritaceus,Fis-25355,Xenojulis margaritaceus,NA,187701,NA
WRASSE,187702,iucn,TRUE,Actinopterygii,Labropsis alleni,Fis-31125,Labropsis alleni,NA,187702,NA
WRASSE,187705,iucn,TRUE,Actinopterygii,Iniistius pavo,Fis-7176,Iniistius pavo,NA,187705,NA
WRASSE,187707,iucn,TRUE,Actinopterygii,Thalassoma trilobatum,Fis-25739,Thalassoma trilobatum,NA,187707,NA
WRASSE,187710,iucn,TRUE,Actinopterygii,Anampses geographicus,Fis-31135,Anampses geographicus,NA,187710,NA
WRASSE,187711,iucn,TRUE,Actinopterygii,Thalassoma duperrey,Fis-26687,Thalassoma duperrey,NA,187711,NA
WRASSE,187713,iucn,TRUE,Actinopterygii,Pseudodax moluccanus,Fis-25703,Pseudodax moluccanus,NA,187713,NA
WRASSE,187714,iucn,TRUE,Actinopterygii,Symphodus cinereus,Fis-23845,Symphodus cinereus,NA,187714,NA
WRASSE,187715,iucn,TRUE,Actinopterygii,Bodianus anthioides,Fis-25659,Bodianus anthioides,NA,187715,NA
WRASSE,187716,iucn,TRUE,Actinopterygii,Anampses caeruleopunctatus,Fis-31132,Anampses caeruleopunctatus,1,187716,NA
WRASSE,187718,iucn,TRUE,Actinopterygii,Oxycheilinus arenatus,Fis-47531,Oxycheilinus arenatus,NA,187718,NA
WRASSE,187719,iucn,TRUE,Actinopterygii,Clepticus brasiliensis,Fis-149111,Clepticus brasiliensis,NA,187719,NA
WRASSE,187720,iucn,TRUE,Actinopterygii,Choerodon sugillatum,Fis-145583,Choerodon sugillatum,NA,187720,NA
WRASSE,187721,iucn,TRUE,Actinopterygii,Bodianus izuensis,Fis-53991,Bodianus izuensis,NA,187721,NA
WRASSE,187722,iucn,TRUE,Actinopterygii,Epibulus insidiator,Fis-25709,Epibulus insidiator,NA,187722,NA
WRASSE,187723,iucn,TRUE,Actinopterygii,Anampses meleagrides,Fis-31133,Anampses meleagrides,1,187723,NA
WRASSE,187724,iucn,TRUE,Actinopterygii,Halichoeres garnoti,Fis-24658,Halichoeres garnoti,NA,187724,NA
WRASSE,187725,iucn,TRUE,Actinopterygii,Polylepion cruentum,Fis-35657,Polylepion cruentum,NA,187725,NA
WRASSE,187726,iucn,TRUE,Actinopterygii,Cirrhilabrus rubriventralis,Fis-35351,Cirrhilabrus rubriventralis,NA,187726,NA
WRASSE,187727,iucn,TRUE,Actinopterygii,Iniistius bimaculatus,Fis-153058,Iniistius bimaculatus,NA,187727,NA
WRASSE,187728,iucn,TRUE,Actinopterygii,Labropsis micronesica,Fis-31128,Labropsis micronesica,NA,187728,NA
WRASSE,187729,iucn,TRUE,Actinopterygii,Coris aurilineata,Fis-35456,Coris aurilineata,NA,187729,NA
WRASSE,187730,iucn,TRUE,Actinopterygii,Stethojulis notialis,Fis-139755,Stethojulis notialis,NA,187730,NA
WRASSE,187731,iucn,TRUE,Actinopterygii,Iniistius baldwini,Fis-146181,Iniistius baldwini,NA,187731,NA
WRASSE,187732,iucn,TRUE,Actinopterygii,Halichoeres brasiliensis,Fis-149619,Halichoeres brasiliensis,NA,187732,NA
WRASSE,187733,iucn,TRUE,Actinopterygii,Thalassoma quinquevittatum,Fis-25738,Thalassoma quinquevittatum,NA,187733,NA
WRASSE,187735,iucn,TRUE,Actinopterygii,Oxycheilinus mentalis,Fis-58709,Oxycheilinus mentalis,NA,187735,NA
WRASSE,187736,iucn,TRUE,Actinopterygii,Halichoeres radiatus,Fis-23532,Halichoeres radiatus,NA,187736,NA
WRASSE,187737,iucn,TRUE,Actinopterygii,Oxycheilinus lineatus,Fis-159824,Oxycheilinus lineatus,NA,187737,NA
WRASSE,187738,iucn,TRUE,Actinopterygii,Stethojulis terina,Fis-139756,Stethojulis terina,NA,187738,NA
WRASSE,187739,iucn,TRUE,Actinopterygii,Cheilinus fasciatus,Fis-25707,Cheilinus fasciatus,1,187739,NA
WRASSE,187740,iucn,TRUE,Actinopterygii,Pseudocheilinus tetrataenia,Fis-31469,Pseudocheilinus tetrataenia,NA,187740,NA
WRASSE,187741,iucn,TRUE,Actinopterygii,Pseudocheilinus citrinus,Fis-134599,Pseudocheilinus citrinus,NA,187741,NA
WRASSE,187742,iucn,TRUE,Actinopterygii,Cirrhilabrus beauperryi,Fis-161547,Cirrhilabrus beauperryi,NA,187742,NA
WRASSE,187744,iucn,TRUE,Actinopterygii,Bodianus loxozonus,Fis-28609,Bodianus loxozonus,1,187744,NA
WRASSE,187746,iucn,TRUE,Actinopterygii,Thalassoma purpureum,Fis-25737,Thalassoma purpureum,NA,187746,NA
WRASSE,187747,iucn,TRUE,Actinopterygii,Choerodon robustus,Fis-26337,Choerodon robustus,NA,187747,NA
WRASSE,187748,iucn,TRUE,Actinopterygii,Symphodus melops,Fis-22769,Symphodus melops,NA,187748,NA
WRASSE,187749,iucn,TRUE,Actinopterygii,Leptojulis chrysotaenia,Fis-59735,Leptojulis chrysotaenia,NA,187749,NA
WRASSE,187750,iucn,TRUE,Actinopterygii,Halichoeres trispilus,Fis-58537,Halichoeres trispilus,NA,187750,NA
WRASSE,187751,iucn,TRUE,Actinopterygii,Ctenolabrus rupestris,Fis-22752,Ctenolabrus rupestris,NA,187751,NA
WRASSE,187752,iucn,TRUE,Actinopterygii,Coris julis,Fis-22750,Coris julis,NA,187752,NA
WRASSE,187753,iucn,TRUE,Actinopterygii,Bodianus trilineatus,Fis-145609,Bodianus trilineatus,NA,187753,NA
WRASSE,187754,iucn,TRUE,Actinopterygii,Cymolutes lecluse,Fis-25999,Cymolutes lecluse,NA,187754,NA
WRASSE,187755,iucn,TRUE,Actinopterygii,Labroides rubrolabiatus,Fis-53996,Labroides rubrolabiatus,NA,187755,NA
WRASSE,187756,iucn,TRUE,Actinopterygii,Symphodus melanocercus,Fis-49160,Symphodus melanocercus,NA,187756,NA
WRASSE,187757,iucn,TRUE,Actinopterygii,Paracheilinus nursalim,Fis-160832,Paracheilinus nursalim,NA,187757,NA
WRASSE,187758,iucn,TRUE,Actinopterygii,Anampses cuvier,Fis-31144,Anampses cuvier,NA,187758,NA
WRASSE,187759,iucn,TRUE,Actinopterygii,Anampses neoguinaicus,Fis-31134,Anampses neoguinaicus,NA,187759,NA
WRASSE,187762,iucn,TRUE,Actinopterygii,Oxycheilinus celebicus,Fis-47564,Oxycheilinus celebicus,NA,187762,NA
WRASSE,187763,iucn,TRUE,Actinopterygii,Novaculichthys macrolepidotus,Fis-164874,Novaculoides macrolepidotus,NA,187763,NA
WRASSE,187765,iucn,TRUE,Actinopterygii,Paracheilinus bellae,Fis-58720,Paracheilinus bellae,NA,187765,NA
WRASSE,187766,iucn,TRUE,Actinopterygii,Halichoeres kallochroma,Fis-145088,Halichoeres kallochroma,NA,187766,NA
WRASSE,187767,iucn,TRUE,Actinopterygii,Labroides bicolor,Fis-31477,Labroides bicolor,NA,187767,NA
WRASSE,187768,iucn,TRUE,Actinopterygii,Macropharyngodon ornatus,Fis-35326,Macropharyngodon ornatus,NA,187768,NA
WRASSE,187769,iucn,TRUE,Actinopterygii,Cirrhilabrus punctatus,Fis-35455,Cirrhilabrus punctatus,NA,187769,NA
WRASSE,187770,iucn,TRUE,Actinopterygii,Cirrhilabrus walindi,Fis-132106,Cirrhilabrus walindi,NA,187770,NA
WRASSE,187772,iucn,TRUE,Actinopterygii,Macropharyngodon negrosensis,Fis-21770,Macropharyngodon negrosensis,NA,187772,NA
WRASSE,187775,iucn,TRUE,Actinopterygii,Symphodus doderleini,Fis-132769,Symphodus doderleini,NA,187775,NA
WRASSE,187777,iucn,TRUE,Actinopterygii,Polylepion russelli,Fis-28744,Polylepion russelli,NA,187777,NA
WRASSE,187779,iucn,TRUE,Actinopterygii,Thalassoma hebraicum,Fis-26804,Thalassoma hebraicum,1,187779,NA
WRASSE,187780,iucn,TRUE,Actinopterygii,Thalassoma jansenii,Fis-25734,Thalassoma jansenii,1,187780,NA
WRASSE,187781,iucn,TRUE,Actinopterygii,Bodianus perditio,Fis-26672,Bodianus perditio,NA,187781,NA
WRASSE,187782,iucn,TRUE,Actinopterygii,Xyrichtys halsteadi,Fis-168177,Novaculops halsteadi,NA,187782,NA
WRASSE,187783,iucn,TRUE,Actinopterygii,Halichoeres hartzfeldii,Fis-25720,Halichoeres hartzfeldii,NA,187783,NA
WRASSE,187784,iucn,TRUE,Actinopterygii,Anampses twistii,Fis-31137,Anampses twistii,NA,187784,NA
WRASSE,187785,iucn,TRUE,Actinopterygii,Coris venusta,Fis-32554,Coris venusta,NA,187785,NA
WRASSE,187786,iucn,TRUE,Actinopterygii,Halichoeres pallidus,Fis-138798,Halichoeres pallidus,NA,187786,NA
WRASSE,187787,iucn,TRUE,Actinopterygii,Thalassoma noronhanum,Fis-61804,Thalassoma noronhanum,NA,187787,NA
WRASSE,187788,iucn,TRUE,Actinopterygii,Cirrhilabrus joanallenae,Fis-148962,Cirrhilabrus joanallenae,NA,187788,NA
WRASSE,187790,iucn,TRUE,Actinopterygii,Halichoeres leptotaenia,Fis-60896,Halichoeres leptotaenia,NA,187790,NA
WRASSE,187791,iucn,TRUE,Actinopterygii,Paracheilinus rubricaudalis,Fis-153188,Paracheilinus rubricaudalis,NA,187791,NA
WRASSE,187792,iucn,TRUE,Actinopterygii,Coris centralis,Fis-134783,Coris centralis,NA,187792,NA
WRASSE,187793,iucn,TRUE,Actinopterygii,Macropharyngodon moyeri,Fis-53997,Macropharyngodon moyeri,NA,187793,NA
WRASSE,187794,iucn,TRUE,Actinopterygii,Choerodon monostigma,Fis-31896,Choerodon monostigma,NA,187794,NA
WRASSE,187795,iucn,TRUE,Actinopterygii,Pteragogus taeniops,Fis-26807,Pteragogus taeniops,NA,187795,NA
WRASSE,187797,iucn,TRUE,Actinopterygii,Leptojulis cyanopleura,Fis-27845,Leptojulis cyanopleura,NA,187797,NA
WRASSE,187798,iucn,TRUE,Actinopterygii,Cirrhilabrus adornatus,Fis-138523,Cirrhilabrus adornatus,NA,187798,NA
WRASSE,187799,iucn,TRUE,Actinopterygii,Stethojulis balteata,Fis-26709,Stethojulis balteata,NA,187799,NA
WRASSE,187801,iucn,TRUE,Actinopterygii,Cirrhilabrus rubrimarginatus,Fis-32431,Cirrhilabrus rubrimarginatus,NA,187801,NA
WRASSE,187802,iucn,TRUE,Actinopterygii,Coris aygula,Fis-31472,Coris aygula,NA,187802,NA
WRASSE,187803,iucn,TRUE,Actinopterygii,Centrolabrus exoletus,Fis-22745,Centrolabrus exoletus,1,187803,NA
WRASSE,187804,iucn,TRUE,Actinopterygii,Bodianus oxycephalus,Fis-26336,Bodianus oxycephalus,NA,187804,NA
WRASSE,187805,iucn,TRUE,Actinopterygii,Symphodus tinca,Fis-23847,Symphodus tinca,NA,187805,NA
WRASSE,187807,iucn,TRUE,Actinopterygii,Bodianus flavifrons,Fis-149158,Bodianus flavifrons,NA,187807,NA
WRASSE,187808,iucn,TRUE,Actinopterygii,Anampses femininus,Fis-31136,Anampses femininus,NA,187808,NA
WRASSE,187809,iucn,TRUE,Actinopterygii,Xiphocheilus typus,Fis-32762,Xiphocheilus typus,NA,187809,NA
WRASSE,187810,iucn,TRUE,Actinopterygii,Halichoeres chloropterus,Fis-25353,Halichoeres chloropterus,NA,187810,NA
WRASSE,187812,iucn,TRUE,Actinopterygii,Bodianus unimaculatus,Fis-62626,Bodianus unimaculatus,NA,187812,NA
WRASSE,187813,iucn,TRUE,Actinopterygii,Suezichthys arquatus,Fis-30960,Suezichthys arquatus,NA,187813,NA
WRASSE,187815,iucn,TRUE,Actinopterygii,Leptojulis polylepis,Fis-59764,Leptojulis polylepis,NA,187815,NA
WRASSE,190674,iucn,TRUE,Actinopterygii,Haletta semifasciata,Fis-28641,Haletta semifasciata,NA,190674,NA
WRASSE,190675,iucn,TRUE,Actinopterygii,Heteroscarus acroptilus,Fis-165475,Heteroscarus acroptilus,NA,190675,NA
WRASSE,190676,iucn,TRUE,Actinopterygii,Neoodax balteatus,Fis-28640,Neoodax balteatus,NA,190676,NA
WRASSE,190679,iucn,TRUE,Actinopterygii,Olisthops cyanomelas,Fis-21342,Olisthops cyanomelas,NA,190679,NA
WRASSE,190680,iucn,TRUE,Actinopterygii,Siphonognathus caninis,Fis-149524,Siphonognathus caninis,NA,190680,NA
WRASSE,190681,iucn,TRUE,Actinopterygii,Siphonognathus argyrophanes,Fis-35385,Siphonognathus argyrophanes,NA,190681,NA
WRASSE,190682,iucn,TRUE,Actinopterygii,Siphonognathus attenuatus,Fis-28644,Siphonognathus attenuatus,NA,190682,NA
WRASSE,190683,iucn,TRUE,Actinopterygii,Siphonognathus radiatus,Fis-28647,Siphonognathus radiatus,NA,190683,NA
WRASSE,190684,iucn,TRUE,Actinopterygii,Siphonognathus tanyourus,Fis-35386,Siphonognathus tanyourus,NA,190684,NA
WRASSE,190685,iucn,TRUE,Actinopterygii,Calotomus spinidens,Fis-25080,Calotomus spinidens,NA,190685,NA
WRASSE,190686,iucn,TRUE,Actinopterygii,Calotomus japonicus,Fis-25079,Calotomus japonicus,NA,190686,NA
WRASSE,190687,iucn,TRUE,Actinopterygii,Calotomus zonarchus,Fis-25082,Calotomus zonarchus,NA,190687,NA
WRASSE,190688,iucn,TRUE,Actinopterygii,Calotomus carolinus,Fis-25078,Calotomus carolinus,NA,190688,NA
WRASSE,190690,iucn,TRUE,Actinopterygii,Cetoscarus bicolor,Fis-25690,Cetoscarus bicolor,NA,190690,NA
WRASSE,190691,iucn,TRUE,Actinopterygii,Cetoscarus ocellatus,Fis-165595,Cetoscarus ocellatus,NA,190691,NA
WRASSE,190692,iucn,TRUE,Actinopterygii,Chlorurus enneacanthus,Fis-123150,Chlorurus enneacanthus,NA,190692,NA
WRASSE,190693,iucn,TRUE,Actinopterygii,Scarus collana,Fis-35826,Scarus collana,NA,190693,NA
WRASSE,190694,iucn,TRUE,Actinopterygii,Scarus globiceps,Fis-21840,Scarus globiceps,NA,190694,NA
WRASSE,190695,iucn,TRUE,Actinopterygii,Scarus flavipectoralis,Fis-21827,Scarus flavipectoralis,NA,190695,NA
WRASSE,190697,iucn,TRUE,Actinopterygii,Chlorurus capistratoides,Fis-58514,Chlorurus capistratoides,NA,190697,NA
WRASSE,190698,iucn,TRUE,Actinopterygii,Scarus vetula,Fis-30609,Scarus vetula,NA,190698,NA
WRASSE,190699,iucn,TRUE,Actinopterygii,Chlorurus atrilunula,Fis-123148,Chlorurus atrilunula,NA,190699,NA
WRASSE,190700,iucn,TRUE,Actinopterygii,Scarus scaber,Fis-32580,Scarus scaber,NA,190700,NA
WRASSE,190702,iucn,TRUE,Actinopterygii,Scarus fuscocaudalis,Fis-143281,Scarus fuscocaudalis,NA,190702,NA
WRASSE,190703,iucn,TRUE,Actinopterygii,Scarus hoefleri,Fis-25425,Scarus hoefleri,NA,190703,NA
WRASSE,190704,iucn,TRUE,Actinopterygii,Scarus tricolor,Fis-8368,Scarus tricolor,NA,190704,NA
WRASSE,190705,iucn,TRUE,Actinopterygii,Scarus ghobban,Fis-31420,Scarus ghobban,NA,190705,NA
WRASSE,190706,iucn,TRUE,Actinopterygii,Scarus russelii,Fis-32579,Scarus russelii,NA,190706,NA
WRASSE,190707,iucn,TRUE,Actinopterygii,Scarus chameleon,Fis-31416,Scarus chameleon,NA,190707,NA
WRASSE,190708,iucn,TRUE,Actinopterygii,Scarus quoyi,Fis-31425,Scarus quoyi,NA,190708,NA
WRASSE,190709,iucn,TRUE,Actinopterygii,Scarus coeruleus,Fis-159655,Scarus coeruleus,NA,190709,NA
WRASSE,190710,iucn,TRUE,Actinopterygii,Sparisoma cretense,Fis-28736,Sparisoma cretense,NA,190710,NA
WRASSE,190711,iucn,TRUE,Actinopterygii,Chlorurus bowersi,Fis-123151,Chlorurus bowersi,NA,190711,NA
WRASSE,190712,iucn,TRUE,Actinopterygii,Sparisoma radians,Fis-24998,Sparisoma radians,NA,190712,NA
WRASSE,190713,iucn,TRUE,Actinopterygii,Scarus spinus,Fis-25405,Scarus spinus,NA,190713,NA
WRASSE,190714,iucn,TRUE,Actinopterygii,Scarus fuscopurpureus,Fis-29128,Scarus fuscopurpureus,NA,190714,NA
WRASSE,190715,iucn,TRUE,Actinopterygii,Chlorurus sordidus,Fis-63983,Chlorurus sordidus,1,190715,NA
WRASSE,190717,iucn,TRUE,Actinopterygii,Scarus rivulatus,Fis-21834,Scarus rivulatus,NA,190717,NA
